epoch,time,train_accuracy,train_precision,train_recall,train_specificity,train_auc,train_f1,test_accuracy,test_precision,test_recall,test_specificity,test_auc,test_f1
29,13.87024188041687,0.9994875,0.9950248756218906,0.8333333333333334,0.9999874623871615,0.9833467067870277,0.9070294784580499,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9878180374456703,0.8828828828828829
30,14.383041143417358,0.9994875,0.9950248756218906,0.8333333333333334,0.9999874623871615,0.983684778293213,0.9070294784580499,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9961221163490471,0.8828828828828829
31,14.921461343765259,0.9995,0.995049504950495,0.8375,0.9999874623871615,0.9858765358575727,0.9095022624434389,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9966971748579071,0.8828828828828829
32,15.529482126235962,0.9995,0.995049504950495,0.8375,0.9999874623871615,0.9857595964978267,0.9095022624434389,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9965901872283517,0.8828828828828829
33,16.074681520462036,0.9995,0.995049504950495,0.8375,0.9999874623871615,0.9858353706954194,0.9095022624434389,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.99643555667001,0.8828828828828829
34,16.740711450576782,0.9995,0.995049504950495,0.8375,0.9999874623871615,0.9861838118522234,0.9095022624434389,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9962888665997994,0.8828828828828829
35,17.414220094680786,0.9995,0.995049504950495,0.8375,0.9999874623871615,0.9862506268806419,0.9095022624434389,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9966290538281511,0.8828828828828829
36,17.9757239818573,0.9995,0.995049504950495,0.8375,0.9999874623871615,0.9864718373871615,0.9095022624434389,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9963072550986292,0.8828828828828829
37,18.643502235412598,0.9995,0.995049504950495,0.8375,0.9999874623871615,0.9883401506603142,0.9095022624434389,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9960422935473087,0.8828828828828829
38,19.242874145507812,0.9995,0.995049504950495,0.8375,0.9999874623871615,0.9883082581076563,0.9095022624434389,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9958312437311936,0.8828828828828829
39,19.89210820198059,0.9995,0.995049504950495,0.8375,0.9999874623871615,0.9887078161568038,0.9095022624434389,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9956344032096288,0.8828828828828829
40,20.466391801834106,0.9995,0.995049504950495,0.8375,0.9999874623871615,0.9889426351972583,0.9095022624434389,0.9993,0.96,0.8,0.9998996990972919,0.9956001337345368,0.8727272727272727
41,21.086824655532837,0.9995,0.995049504950495,0.8375,0.9999874623871615,0.9888368229689067,0.9095022624434389,0.9993,0.9423076923076923,0.8166666666666667,0.9998495486459378,0.9962190738883318,0.875
42,21.661017656326294,0.9995,0.995049504950495,0.8375,0.9999874623871615,0.9925139480942827,0.9095022624434389,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9961350718823136,0.8828828828828829
43,22.297001123428345,0.9995,0.995049504950495,0.8375,0.9999874623871615,0.9924680552072886,0.9095022624434389,0.99925,0.9411764705882353,0.8,0.9998495486459378,0.9962069541959211,0.8648648648648649
44,22.913355350494385,0.999525,0.9950980392156863,0.8458333333333333,0.9999874623871615,0.9949274908057504,0.9144144144144144,0.9993,0.96,0.8,0.9998996990972919,0.9959060514877967,0.8727272727272727
45,23.52510356903076,0.9995375,0.9951219512195122,0.85,0.9999874623871615,0.9952073668923437,0.9168539325842696,0.9993,0.96,0.8,0.9998996990972919,0.9959102306920762,0.8727272727272727
46,24.069071292877197,0.99955,0.9951456310679612,0.8541666666666666,0.9999874623871615,0.9954348462052827,0.9192825112107623,0.9993,0.96,0.8,0.9998996990972919,0.9958801404212637,0.8727272727272727
47,24.67676067352295,0.9995375,0.9951219512195122,0.85,0.9999874623871615,0.9957222709796054,0.9168539325842696,0.9993,0.96,0.8,0.9998996990972919,0.9956477766633234,0.8727272727272727
48,25.258124589920044,0.99955,0.9951456310679612,0.8541666666666666,0.9999874623871615,0.9958737410147107,0.9192825112107623,0.9993,0.96,0.8,0.9998996990972919,0.995947007689736,0.8727272727272727
49,25.85116982460022,0.9995875,0.9952153110047847,0.8666666666666667,0.9999874623871615,0.9980586028920094,0.9265033407572383,0.9993,0.96,0.8,0.9998996990972919,0.9959486793714476,0.8727272727272727
50,26.438072681427002,0.9995875,0.9952153110047847,0.8666666666666667,0.9999874623871615,0.9982468499247743,0.9265033407572383,0.9993,0.96,0.8,0.9998996990972919,0.9958416917418923,0.8727272727272727
51,26.997658729553223,0.9996,0.9952380952380953,0.8708333333333333,0.9999874623871615,0.9986481318956871,0.9288888888888889,0.9993,0.96,0.8,0.9998996990972919,0.9955842527582748,0.8727272727272727
52,27.563671827316284,0.9996,0.9952380952380953,0.8708333333333333,0.9999874623871615,0.9986600426278835,0.9288888888888889,0.9993,0.96,0.8,0.9998996990972919,0.9954020394516884,0.8727272727272727
53,28.12163805961609,0.9996,0.9952380952380953,0.8708333333333333,0.9999874623871615,0.9986612963891673,0.9288888888888889,0.9993,0.96,0.8,0.9998996990972919,0.9953953527248411,0.8727272727272727
54,28.713245391845703,0.9996,0.9952380952380953,0.8708333333333333,0.9999874623871615,0.9988930593864929,0.9288888888888889,0.9993,0.96,0.8,0.9998996990972919,0.9950267469073889,0.8727272727272727
55,29.291412115097046,0.9996,0.9952380952380953,0.8708333333333333,0.9999874623871615,0.9989154703694416,0.9288888888888889,0.9993,0.96,0.8,0.9998996990972919,0.9948712805081912,0.8727272727272727
56,29.844114065170288,0.9996,0.9952380952380953,0.8708333333333333,0.9999874623871615,0.9992478999498495,0.9288888888888889,0.9993,0.96,0.8,0.9998996990972919,0.9946380809093949,0.8727272727272727
57,30.423581838607788,0.9996,0.9952380952380953,0.8708333333333333,0.9999874623871615,0.9992252277666331,0.9288888888888889,0.9993,0.96,0.8,0.9998996990972919,0.9944541959210965,0.8727272727272727
58,30.99994921684265,0.9996125,0.995260663507109,0.875,0.9999874623871615,0.9994056649114009,0.9312638580931264,0.9993,0.96,0.8,0.9998996990972919,0.9943204613841524,0.8727272727272727
59,31.570550680160522,0.9996125,0.995260663507109,0.875,0.9999874623871615,0.999466106653293,0.9312638580931264,0.9993,0.96,0.8,0.9998996990972919,0.994357238381812,0.8727272727272727
60,32.15919041633606,0.9996125,0.995260663507109,0.875,0.9999874623871615,0.99945095703778,0.9312638580931264,0.9993,0.96,0.8,0.9998996990972919,0.9942026078234705,0.8727272727272727
61,32.78497290611267,0.999625,0.9952830188679245,0.8791666666666667,0.9999874623871615,0.9995418547308593,0.9336283185840708,0.9993,0.96,0.8,0.9998996990972919,0.9939409896355733,0.8727272727272727
62,33.39949822425842,0.999625,0.9952830188679245,0.8791666666666667,0.9999874623871615,0.999641163072551,0.9336283185840708,0.9993,0.96,0.8,0.9998996990972919,0.9943221330658643,0.8727272727272727
63,33.99614119529724,0.9996375,0.9953051643192489,0.8833333333333333,0.9999874623871615,0.9996351554663993,0.9359823399558499,0.9993,0.96,0.8,0.9998996990972919,0.9943538950183884,0.8727272727272727
64,34.63491439819336,0.9996375,0.9953051643192489,0.8833333333333333,0.9999874623871615,0.9996907911233701,0.9359823399558499,0.9993,0.96,0.8,0.9998996990972919,0.9943981945837512,0.8727272727272727
65,35.494271755218506,0.9996375,0.9953051643192489,0.8833333333333333,0.9999874623871615,0.9997615241558007,0.9359823399558499,0.9993,0.96,0.8,0.9998996990972919,0.9942970578401872,0.8727272727272727
66,36.13497519493103,0.99965,0.9953271028037384,0.8875,0.9999874623871615,0.9997994504346372,0.9383259911894273,0.9993,0.96,0.8,0.9998996990972919,0.994078903376797,0.8727272727272727
67,36.8194522857666,0.999675,1.0,0.8916666666666667,1.0,0.9998313168672686,0.9427312775330396,0.9993,0.96,0.8,0.9998996990972919,0.9939551989301236,0.8727272727272727
68,37.42480754852295,0.99965,0.9953271028037384,0.8875,0.9999874623871615,0.9998492352056169,0.9383259911894273,0.9993,0.96,0.8,0.9998996990972919,0.9938849882982281,0.8727272727272727
69,38.111326694488525,0.99965,0.9953271028037384,0.8875,0.9999874623871615,0.9998493919257774,0.9383259911894273,0.9993,0.96,0.8,0.9998996990972919,0.9937805081912403,0.8727272727272727
70,38.85358142852783,0.9996625,0.9953488372093023,0.8916666666666667,0.9999874623871615,0.9998761388331661,0.9406593406593406,0.9993,0.96,0.8,0.9998996990972919,0.9935397860247409,0.8727272727272727
71,39.49923825263977,0.999675,0.9953703703703703,0.8958333333333334,0.9999874623871615,0.9999016319792712,0.9429824561403509,0.9993,0.96,0.8,0.9998996990972919,0.9937153126044801,0.8727272727272727
72,40.217992067337036,0.9997,1.0,0.9,1.0,0.9999093635071882,0.9473684210526315,0.9993,0.96,0.8,0.9998996990972919,0.9934904714142426,0.8727272727272727
73,40.881941080093384,0.9997,1.0,0.9,1.0,0.9999226847208291,0.9473684210526315,0.9993,0.96,0.8,0.9998996990972919,0.9938039117352055,0.8727272727272727
74,41.51172375679016,0.9997125,1.0,0.9041666666666667,1.0,0.999932505850886,0.949671772428884,0.9993,0.96,0.8,0.9998996990972919,0.9938273152791709,0.8727272727272727
75,42.16887617111206,0.999725,1.0,0.9083333333333333,1.0,0.9999407075392845,0.9519650655021834,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9935239050484788,0.8828828828828829
76,42.84199666976929,0.9997375,1.0,0.9125,1.0,0.999949118187897,0.954248366013072,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9932781678368439,0.8828828828828829
77,43.47460746765137,0.9997375,1.0,0.9125,1.0,0.9999612901203611,0.954248366013072,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9932330324306252,0.8828828828828829
78,44.14434599876404,0.9997375,1.0,0.9125,1.0,0.9999653648445336,0.954248366013072,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9936668338348378,0.8828828828828829
79,44.82325768470764,0.9997375,1.0,0.9125,1.0,0.9999719993313273,0.954248366013072,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9934904714142427,0.8828828828828829
80,45.56677746772766,0.9997625,1.0,0.9208333333333333,1.0,0.9999766486960883,0.9587852494577006,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9931761952524238,0.8828828828828829
81,46.21912336349487,0.99975,1.0,0.9166666666666666,1.0,0.9999789994984954,0.9565217391304348,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9929597124707455,0.8828828828828829
82,46.91394782066345,0.9997625,1.0,0.9208333333333333,1.0,0.9999824995820796,0.9587852494577006,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9925643597459044,0.8828828828828829
83,47.5835120677948,0.999775,1.0,0.925,1.0,0.9999834399030424,0.961038961038961,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9926395854229354,0.8828828828828829
84,48.34234261512756,0.9997875,1.0,0.9291666666666667,1.0,0.9999869399866265,0.9632829373650108,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9922275158809762,0.8828828828828829
85,49.06488037109375,0.9998,1.0,0.9333333333333333,1.0,0.9999882982280174,0.9655172413793104,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9919358074222667,0.8828828828828829
86,49.86643695831299,0.999825,1.0,0.9416666666666667,1.0,0.9999907535105317,0.9699570815450643,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9915805750585088,0.8828828828828829
87,50.60765838623047,0.9998375,1.0,0.9458333333333333,1.0,0.9999932087930458,0.9721627408993576,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.99136827148111,0.8828828828828829
88,51.42440700531006,0.999825,1.0,0.9416666666666667,1.0,0.9999932087930459,0.9699570815450643,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9911425944500167,0.8828828828828829
89,52.10919761657715,0.9998375,1.0,0.9458333333333333,1.0,0.9999939401537947,0.9721627408993576,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9909938147776663,0.8828828828828829
90,52.78542447090149,0.9998375,1.0,0.9458333333333333,1.0,0.9999942535941156,0.9721627408993576,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9907564359745904,0.8828828828828829
91,53.510918855667114,0.9998375,1.0,0.9458333333333333,1.0,0.9999946192744901,0.9721627408993576,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9910188900033433,0.8828828828828829
92,54.30105113983154,0.9998375,1.0,0.9458333333333333,1.0,0.999995559595453,0.9721627408993576,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9912621196924106,0.8828828828828829
93,55.04259204864502,0.9998375,1.0,0.9458333333333333,1.0,0.9999958730357741,0.9721627408993576,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9908759612169843,0.8828828828828829
94,55.757391929626465,0.99985,1.0,0.95,1.0,0.9999967611166835,0.9743589743589743,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9910656970912738,0.8828828828828829
95,56.46227169036865,0.99985,1.0,0.95,1.0,0.9999969700768974,0.9743589743589743,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9909720829154128,0.8828828828828829
96,57.36440968513489,0.99985,1.0,0.95,1.0,0.9999973357572718,0.9743589743589743,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9916599799398194,0.8828828828828829
97,58.098186016082764,0.99985,1.0,0.95,1.0,0.9999981193580743,0.9743589743589743,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9916014710799064,0.8828828828828829
98,58.88279414176941,0.99985,1.0,0.95,1.0,0.9999979103978602,0.9743589743589743,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9913532263457038,0.8828828828828829
99,59.64078760147095,0.99985,1.0,0.95,1.0,0.9999980671180206,0.9743589743589743,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9913323303243062,0.8828828828828829
100,60.505964279174805,0.99985,1.0,0.95,1.0,0.9999983283182883,0.9743589743589743,0.99935,0.9607843137254902,0.8166666666666667,0.9998996990972919,0.9917586091608157,0.8828828828828829
