Iteration,Time,Train_Accuracy,Train_Precision,Train_Recall,Train_Specificity,Train_AUC,Train_F1-Score,Test_Accuracy,Test_Precision,Test_Recall,Test_Specificity,Test_AUC,Test_F1-Score
14,162.0033893585205,0.9970125,1.0,0.004166666666666667,1.0,0.9678833636325643,0.008298755186721992,0.997,0.0,0.0,1.0,0.9868392678034102,0.0
15,189.82633256912231,0.9970125,1.0,0.004166666666666667,1.0,0.9719717746990975,0.008298755186721992,0.997,0.0,0.0,1.0,0.9874749247743231,0.0
16,213.92480564117432,0.997025,1.0,0.008333333333333333,1.0,0.9725557662571048,0.01652892561983471,0.997,0.0,0.0,1.0,0.9873579070544969,0.0
17,243.86131262779236,0.997025,1.0,0.008333333333333333,1.0,0.972559867101304,0.01652892561983471,0.997,0.0,0.0,1.0,0.9873553995319292,0.0
18,272.99453377723694,0.9970375,1.0,0.0125,1.0,0.9729631080742228,0.024691358024691357,0.997,0.0,0.0,1.0,0.9873896690070212,0.0
19,306.32964754104614,0.99705,1.0,0.016666666666666666,1.0,0.9731727474088935,0.03278688524590164,0.997,0.0,0.0,1.0,0.9873813105984621,0.0
20,347.1342062950134,0.99705,1.0,0.016666666666666666,1.0,0.9736899761785356,0.03278688524590164,0.997,0.0,0.0,1.0,0.9875873453694416,0.0
21,386.5395586490631,0.99705,1.0,0.016666666666666666,1.0,0.9759938147776662,0.03278688524590164,0.997,0.0,0.0,1.0,0.9879175025075225,0.0
22,428.58839869499207,0.9970625,1.0,0.020833333333333332,1.0,0.9783437813440321,0.04081632653061224,0.99695,0.0,0.0,0.999949849548646,0.9877678869943163,0.0
23,464.62814927101135,0.9970625,1.0,0.020833333333333332,1.0,0.9806941658308258,0.04081632653061224,0.99695,0.0,0.0,0.999949849548646,0.9877553493814778,0.0
24,501.9341459274292,0.997075,1.0,0.025,1.0,0.9808313482113006,0.04878048780487805,0.99695,0.0,0.0,0.999949849548646,0.987990638582414,0.0
25,540.2306199073792,0.997075,1.0,0.025,1.0,0.9813375543296555,0.04878048780487805,0.99695,0.0,0.0,0.999949849548646,0.9879195921096624,0.0
26,580.7692375183105,0.9970875,1.0,0.029166666666666667,1.0,0.9816438638833165,0.05668016194331984,0.997,0.5,0.016666666666666666,0.999949849548646,0.9883441992644602,0.03225806451612903
27,622.2964656352997,0.9970875,1.0,0.029166666666666667,1.0,0.9817996698428618,0.05668016194331984,0.997,0.5,0.016666666666666666,0.999949849548646,0.9883425275827484,0.03225806451612903
28,665.634815454483,0.9970875,1.0,0.029166666666666667,1.0,0.98177736334002,0.05668016194331984,0.997,0.5,0.016666666666666666,0.999949849548646,0.9882464058843197,0.03225806451612903
29,710.9077742099762,0.9971,1.0,0.03333333333333333,1.0,0.981788594951521,0.06451612903225806,0.99695,0.3333333333333333,0.016666666666666666,0.9998996990972919,0.9956607321965898,0.031746031746031744
30,757.5133283138275,0.9971125,1.0,0.0375,1.0,0.982198313691073,0.07228915662650602,0.9969,0.25,0.016666666666666666,0.9998495486459378,0.9958128552323637,0.03125
31,805.3337912559509,0.9971125,1.0,0.0375,1.0,0.9822240680374454,0.07228915662650602,0.9969,0.25,0.016666666666666666,0.9998495486459378,0.9959340521564695,0.03125
32,854.4655442237854,0.997125,1.0,0.041666666666666664,1.0,0.9824835443831493,0.08,0.9969,0.25,0.016666666666666666,0.9998495486459378,0.9961020561685056,0.03125
33,905.1805834770203,0.9971375,1.0,0.04583333333333333,1.0,0.9829273497576062,0.08764940239043825,0.9969,0.25,0.016666666666666666,0.9998495486459378,0.9961062353727851,0.03125
34,959.777569770813,0.9971375,1.0,0.04583333333333333,1.0,0.9829279766382482,0.08764940239043825,0.9969,0.25,0.016666666666666666,0.9998495486459378,0.9961087428953528,0.03125
35,1029.486991405487,0.99715,1.0,0.05,1.0,0.9830901036442661,0.09523809523809523,0.9969,0.25,0.016666666666666666,0.9998495486459378,0.9961120862587763,0.03125
36,1112.514821767807,0.9971625,1.0,0.05416666666666667,1.0,0.9864263363005682,0.10276679841897234,0.9969,0.25,0.016666666666666666,0.9998495486459378,0.9960606820461383,0.03125
37,1196.3296964168549,0.9971625,1.0,0.05416666666666667,1.0,0.9881985278752925,0.10276679841897234,0.9969,0.25,0.016666666666666666,0.9998495486459378,0.9960406218655967,0.03125
38,1271.5691945552826,0.9971875,1.0,0.0625,1.0,0.9887917920427951,0.11764705882352941,0.99685,0.2,0.016666666666666666,0.9997993981945837,0.9959821130056836,0.03076923076923077
39,1337.216065645218,0.997275,1.0,0.09166666666666666,1.0,0.9887916614426614,0.16793893129770993,0.99705,0.5555555555555556,0.08333333333333333,0.9997993981945837,0.995970411233701,0.14492753623188406
40,1403.7881298065186,0.9973,1.0,0.1,1.0,0.9894570952440656,0.18181818181818182,0.99715,0.6363636363636364,0.11666666666666667,0.9997993981945837,0.9959637245068539,0.19718309859154928
41,1473.5494842529297,0.997375,1.0,0.125,1.0,0.9894571474841191,0.2222222222222222,0.99715,0.6363636363636364,0.11666666666666667,0.9997993981945837,0.9959612169842862,0.19718309859154928
42,1557.962486743927,0.9974875,1.0,0.1625,1.0,0.9894604386074891,0.27956989247311825,0.99725,0.6923076923076923,0.15,0.9997993981945837,0.9959620528251419,0.2465753424657534
43,1627.9931588172913,0.9980625,1.0,0.3541666666666667,1.0,0.9895388770478101,0.5230769230769231,0.99745,0.7647058823529411,0.21666666666666667,0.9997993981945837,0.9959587094617184,0.33766233766233766
44,1697.2857100963593,0.998225,1.0,0.4083333333333333,1.0,0.9919705470578404,0.5798816568047337,0.99775,0.8260869565217391,0.31666666666666665,0.9997993981945837,0.9959039618856571,0.4578313253012048
45,1767.3834342956543,0.9986125,0.9923664122137404,0.5416666666666666,0.9999874623871615,0.9924769621364095,0.7008086253369272,0.9982,0.8529411764705882,0.48333333333333334,0.9997492477432297,0.9958554831160147,0.6170212765957447
46,1838.4938044548035,0.99865,0.9925373134328358,0.5541666666666667,0.9999874623871615,0.9924776934971584,0.7112299465240641,0.99825,0.8571428571428571,0.5,0.9997492477432297,0.9958680207288533,0.631578947368421
47,1910.7569754123688,0.998875,0.9807692307692307,0.6375,0.9999623871614844,0.9955236804162486,0.7727272727272727,0.99845,0.8717948717948718,0.5666666666666667,0.9997492477432297,0.9958600802407223,0.6868686868686869
48,1984.4059388637543,0.9989625,0.9815950920245399,0.6666666666666666,0.9999623871614844,0.9972774312520896,0.794044665012407,0.9985,0.8571428571428571,0.6,0.9996990972918757,0.9958609160815781,0.7058823529411765
49,2059.849579811096,0.999025,0.9821428571428571,0.6875,0.9999623871614844,0.9978595160481445,0.8088235294117647,0.99855,0.8780487804878049,0.6,0.9997492477432297,0.9958350050150452,0.7128712871287128
50,2137.8930673599243,0.9990375,0.9822485207100592,0.6916666666666667,0.9999623871614844,0.9992222762036108,0.8117359413202934,0.9986,0.8809523809523809,0.6166666666666667,0.9997492477432297,0.9958120193915078,0.7254901960784313
51,2216.363055229187,0.99905,0.9823529411764705,0.6958333333333333,0.9999623871614844,0.9999389836175192,0.8146341463414634,0.9986,0.8809523809523809,0.6166666666666667,0.9997492477432297,0.9958136910732195,0.7254901960784313
52,2296.1008615493774,0.9990375,0.9822485207100592,0.6916666666666667,0.9999623871614844,0.9999394015379471,0.8117359413202934,0.9986,0.8809523809523809,0.6166666666666667,0.9997492477432297,0.995817870277499,0.7254901960784313
53,2377.2127017974854,0.9990875,0.9771428571428571,0.7125,0.999949849548646,0.9999391403376796,0.8240963855421687,0.9986,0.8809523809523809,0.6166666666666667,0.9997492477432297,0.9958145269140755,0.7254901960784313
54,2459.959458589554,0.9990875,0.9771428571428571,0.7125,0.999949849548646,0.9999382000167167,0.8240963855421687,0.9986,0.8809523809523809,0.6166666666666667,0.9997492477432297,0.9958161985957873,0.7254901960784313
55,2544.3743436336517,0.9991125,0.9774011299435028,0.7208333333333333,0.999949849548646,0.9999378343363424,0.829736211031175,0.9986,0.8809523809523809,0.6166666666666667,0.9997492477432297,0.995817870277499,0.7254901960784313
56,2630.255140542984,0.9991125,0.9774011299435028,0.7208333333333333,0.999949849548646,0.999937259695754,0.829736211031175,0.99865,0.8837209302325582,0.6333333333333333,0.9997492477432297,0.9958153627549314,0.7378640776699029
57,2717.7952148914337,0.9991125,0.9774011299435028,0.7208333333333333,0.999949849548646,0.9999363716148444,0.829736211031175,0.99865,0.8837209302325582,0.6333333333333333,0.9997492477432297,0.9958153627549313,0.7378640776699029
58,2806.6797206401825,0.9990125,0.9351351351351351,0.7208333333333333,0.9998495486459378,0.999936737295219,0.8141176470588235,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958170344366432,0.7547169811320755
59,2897.4365706443787,0.9990125,0.9351351351351351,0.7208333333333333,0.9998495486459378,0.999936841775326,0.8141176470588235,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958170344366433,0.7547169811320755
60,2989.5272541046143,0.9990125,0.9351351351351351,0.7208333333333333,0.9998495486459378,0.9999365805750585,0.8141176470588235,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958170344366432,0.7547169811320755
61,3083.2941358089447,0.9990125,0.9351351351351351,0.7208333333333333,0.9998495486459378,0.9999364238548981,0.8141176470588235,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958195419592107,0.7547169811320755
62,3178.651508331299,0.9990125,0.9351351351351351,0.7208333333333333,0.9998495486459378,0.9999363716148445,0.8141176470588235,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958170344366433,0.7547169811320755
63,3275.2945919036865,0.9990125,0.9351351351351351,0.7208333333333333,0.9998495486459378,0.9999360581745237,0.8141176470588235,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958161985957873,0.7547169811320755
64,3373.510833978653,0.9990125,0.9351351351351351,0.7208333333333333,0.9998495486459378,0.9999357969742562,0.8141176470588235,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958153627549314,0.7547169811320755
65,3473.5836460590363,0.999025,0.9354838709677419,0.725,0.9998495486459378,0.9999355357739886,0.8169014084507042,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.995817870277499,0.7547169811320755
66,3574.866126060486,0.999025,0.9354838709677419,0.725,0.9998495486459378,0.9999353790538281,0.8169014084507042,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958212136409227,0.7547169811320755
67,3687.159014940262,0.9990375,0.9358288770053476,0.7291666666666666,0.9998495486459378,0.9999351178535607,0.819672131147541,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958220494817785,0.7547169811320755
68,3790.853037595749,0.99905,0.9361702127659575,0.7333333333333333,0.9998495486459378,0.9999352223336677,0.822429906542056,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958228853226344,0.7547169811320755
69,3896.9418346881866,0.9990625,0.9365079365079365,0.7375,0.9998495486459378,0.9999355357739885,0.8251748251748252,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958220494817787,0.7547169811320755
70,4004.2910935878754,0.9990625,0.9365079365079365,0.7375,0.9998495486459378,0.9999356924941492,0.8251748251748252,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958161985957873,0.7547169811320755
71,4116.303443908691,0.9990625,0.9365079365079365,0.7375,0.9998495486459378,0.9999356924941493,0.8251748251748252,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958161985957873,0.7547169811320755
72,4226.53378534317,0.9991,0.9375,0.75,0.9998495486459378,0.9999349088933467,0.8333333333333334,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958086760280842,0.7547169811320755
73,4338.443441152573,0.9990875,0.93717277486911,0.7458333333333333,0.9998495486459378,0.9999355880140421,0.8306264501160093,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.995801989301237,0.7547169811320755
74,4451.969071626663,0.999125,0.9381443298969072,0.7583333333333333,0.9998495486459378,0.999935379053828,0.8387096774193549,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958036609829488,0.7547169811320755
75,4568.741378545761,0.99915,0.9387755102040817,0.7666666666666667,0.9998495486459378,0.9999359536944167,0.8440366972477065,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958044968238047,0.7547169811320755
76,4686.618461608887,0.99915,0.9387755102040817,0.7666666666666667,0.9998495486459378,0.9999354312938817,0.8440366972477065,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958070043463725,0.7547169811320755
77,4806.960392951965,0.9991625,0.9390862944162437,0.7708333333333334,0.9998495486459378,0.9999356402540956,0.8466819221967964,0.9987,0.8695652173913043,0.6666666666666666,0.9996990972918757,0.9958070043463724,0.7547169811320755
78,4929.0620267391205,0.999175,0.9393939393939394,0.775,0.9998495486459378,0.9999354835339352,0.8493150684931506,0.99865,0.851063829787234,0.6666666666666666,0.9996489468405215,0.9958136910732196,0.7476635514018691
79,5053.386615514755,0.999175,0.9393939393939394,0.775,0.9998495486459378,0.9999354312938817,0.8493150684931506,0.99865,0.851063829787234,0.6666666666666666,0.9996489468405215,0.9958111835506519,0.7476635514018691
80,5179.411967992783,0.9991875,0.9396984924623115,0.7791666666666667,0.9998495486459378,0.9999354312938816,0.8519362186788155,0.99865,0.851063829787234,0.6666666666666666,0.9996489468405215,0.9958061685055165,0.7476635514018691
81,5309.177205562592,0.9992,0.94,0.7833333333333333,0.9998495486459378,0.9999350133734537,0.8545454545454545,0.99865,0.851063829787234,0.6666666666666666,0.9996489468405215,0.9958153627549314,0.7476635514018691
82,5441.161334037781,0.9992,0.94,0.7833333333333333,0.9998495486459378,0.9999349611334003,0.8545454545454545,0.9987,0.8541666666666666,0.6833333333333333,0.9996489468405215,0.995811183550652,0.7592592592592593
83,5573.181831121445,0.9992,0.94,0.7833333333333333,0.9998495486459378,0.9999352745737212,0.8545454545454545,0.9987,0.8541666666666666,0.6833333333333333,0.9996489468405215,0.9958103477097962,0.7592592592592593
84,5714.396936655045,0.9992125,0.9402985074626866,0.7875,0.9998495486459378,0.9999351700936142,0.8571428571428571,0.99875,0.8571428571428571,0.7,0.9996489468405215,0.9958036609829488,0.7706422018348624
85,5848.281667947769,0.999225,0.9405940594059405,0.7916666666666666,0.9998495486459378,0.9999350656135073,0.8597285067873304,0.99875,0.8571428571428571,0.7,0.9996489468405215,0.9958053326646605,0.7706422018348624
86,5993.258476018906,0.9992375,0.9408866995073891,0.7958333333333333,0.9998495486459378,0.9999353790538281,0.8623024830699775,0.9988,0.86,0.7166666666666667,0.9996489468405215,0.995802825142093,0.7818181818181819
87,6138.209546089172,0.9992375,0.9408866995073891,0.7958333333333333,0.9998495486459378,0.9999355880140423,0.8623024830699775,0.99885,0.8627450980392157,0.7333333333333333,0.9996489468405215,0.9957969742561017,0.7927927927927928
88,6269.670849561691,0.9992375,0.9408866995073891,0.7958333333333333,0.9998495486459378,0.9999354835339352,0.8623024830699775,0.99885,0.8627450980392157,0.7333333333333333,0.9996489468405215,0.9957953025743898,0.7927927927927928
89,6401.687770366669,0.9992625,0.9414634146341463,0.8041666666666667,0.9998495486459378,0.9999353268137747,0.8674157303370786,0.9989,0.8653846153846154,0.75,0.9996489468405215,0.9957869441658309,0.8035714285714286
90,6534.687597751617,0.9992625,0.9414634146341463,0.8041666666666667,0.9998495486459378,0.9999349611334002,0.8674157303370786,0.9989,0.8653846153846154,0.75,0.9996489468405215,0.9957810932798395,0.8035714285714286
91,6669.36346244812,0.9992625,0.9414634146341463,0.8041666666666667,0.9998495486459378,0.9999352745737212,0.8674157303370786,0.9989,0.8653846153846154,0.75,0.9996489468405215,0.9957794215981277,0.8035714285714286
92,6805.647032260895,0.9992625,0.9414634146341463,0.8041666666666667,0.9998495486459378,0.9999354312938816,0.8674157303370786,0.9989,0.8653846153846154,0.75,0.9996489468405215,0.9957752423938482,0.8035714285714286
93,6943.732457637787,0.999275,0.941747572815534,0.8083333333333333,0.9998495486459378,0.9999353790538281,0.8699551569506726,0.9989,0.8653846153846154,0.75,0.9996489468405215,0.9957760782347042,0.8035714285714286
94,7085.75946855545,0.9992625,0.9371980676328503,0.8083333333333333,0.9998370110330993,0.9999352745737212,0.8680089485458613,0.9989,0.8653846153846154,0.75,0.9996489468405215,0.9957744065529923,0.8035714285714286
95,7228.916963100433,0.9992625,0.9371980676328503,0.8083333333333333,0.9998370110330993,0.9999349611334002,0.8680089485458613,0.9989,0.8653846153846154,0.75,0.9996489468405215,0.995776078234704,0.8035714285714286
96,7371.524710893631,0.9992625,0.9371980676328503,0.8083333333333333,0.9998370110330993,0.9999348044132398,0.8680089485458613,0.9989,0.8653846153846154,0.75,0.9996489468405215,0.9957710631895687,0.8035714285714286
97,7516.093022823334,0.9992625,0.9371980676328503,0.8083333333333333,0.9998370110330993,0.9999347521731862,0.8680089485458613,0.9989,0.8653846153846154,0.75,0.9996489468405215,0.9957635406218658,0.8035714285714286
98,7661.9551112651825,0.999275,0.9375,0.8125,0.9998370110330993,0.9999343342527581,0.8705357142857143,0.9989,0.8653846153846154,0.75,0.9996489468405215,0.9957652123035775,0.8035714285714286
99,7810.144445180893,0.9992625,0.9371980676328503,0.8083333333333333,0.9998370110330993,0.9999346476930794,0.8680089485458613,0.9989,0.8653846153846154,0.75,0.9996489468405215,0.995752674690739,0.8035714285714286
100,7959.568627357483,0.9992625,0.9371980676328503,0.8083333333333333,0.9998370110330993,0.9999345954530259,0.8680089485458613,0.9989,0.8653846153846154,0.75,0.9996489468405215,0.9957367937144768,0.8035714285714286
