epoch,time,train_accuracy,train_precision,train_recall,train_specificity,train_auc,train_f1,test_accuracy,test_precision,test_recall,test_specificity,test_auc,test_f1
34,144.79625391960144,0.999575,0.9439655172413793,0.9125,0.9998370110330993,0.9999503719491809,0.9279661016949152,0.9994,0.9285714285714286,0.8666666666666667,0.9997993981945837,0.9478686058174524,0.896551724137931
35,149.27334690093994,0.9996125,0.960352422907489,0.9083333333333333,0.9998871614844533,0.999966775325978,0.9336188436830836,0.99945,0.9454545454545454,0.8666666666666667,0.9998495486459378,0.9727156469408224,0.9043478260869565
36,153.73648405075073,0.99965,0.9690265486725663,0.9125,0.9999122367101304,0.9998354960715479,0.9399141630901288,0.9994,0.9444444444444444,0.85,0.9998495486459378,0.9693279839518556,0.8947368421052632
37,158.2434437274933,0.9996375,0.9647577092511013,0.9125,0.9998996990972919,0.9999627006018055,0.9379014989293362,0.9994,0.9285714285714286,0.8666666666666667,0.9997993981945837,0.9710665329321297,0.896551724137931
38,162.67921137809753,0.9996625,0.9691629955947136,0.9166666666666666,0.9999122367101304,0.9999702754095621,0.9421841541755889,0.9993,0.9259259259259259,0.8333333333333334,0.9997993981945837,0.9718095954530257,0.8771929824561403
39,167.3032910823822,0.9996625,0.9650655021834061,0.9208333333333333,0.9998996990972919,0.9999628050819124,0.9424307036247335,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.96684135740555,0.8869565217391304
40,171.65752911567688,0.9996375,0.9773755656108597,0.9,0.9999373119358074,0.9970940425442996,0.9370932754880694,0.99925,0.9245283018867925,0.8166666666666667,0.9997993981945837,0.967955533266466,0.8672566371681416
41,176.1137034893036,0.9996,0.9521739130434783,0.9125,0.9998620862587764,0.9999608721999331,0.9319148936170213,0.9994,0.9285714285714286,0.8666666666666667,0.9997993981945837,0.9663223002340353,0.896551724137931
42,180.60456728935242,0.9996125,0.960352422907489,0.9083333333333333,0.9998871614844533,0.9999633797225008,0.9336188436830836,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9553393513874958,0.8869565217391304
43,184.94821572303772,0.9996375,0.9647577092511013,0.9125,0.9998996990972919,0.9999646334837846,0.9379014989293362,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9554421598127717,0.8869565217391304
44,189.49180698394775,0.999625,0.9646017699115044,0.9083333333333333,0.9998996990972919,0.9999648424439986,0.9356223175965666,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.949941491140087,0.8869565217391304
45,194.16844844818115,0.9995875,0.96,0.9,0.9998871614844533,0.9999640066031428,0.9290322580645162,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9487813440320964,0.8869565217391304
46,198.50598168373108,0.999625,0.9646017699115044,0.9083333333333333,0.9998996990972919,0.9999640588431963,0.9356223175965666,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9467678034102307,0.8869565217391304
47,202.93225598335266,0.9996125,0.9644444444444444,0.9041666666666667,0.9998996990972919,0.9999629095620194,0.9333333333333333,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9463314944834504,0.8869565217391304
48,207.27656984329224,0.99965,0.9649122807017544,0.9166666666666666,0.9998996990972919,0.9999623349214309,0.9401709401709402,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9456954195921098,0.8869565217391304
49,211.81023693084717,0.99965,0.9649122807017544,0.9166666666666666,0.9998996990972919,0.999961917001003,0.9401709401709402,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.945498161150117,0.8869565217391304
50,216.14149522781372,0.9996625,0.9650655021834061,0.9208333333333333,0.9998996990972919,0.9999614468405216,0.9424307036247335,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9451149281176863,0.8869565217391304
51,220.5077018737793,0.9997,0.9655172413793104,0.9333333333333333,0.9998996990972919,0.9999610028000668,0.9491525423728814,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9456586425944501,0.8869565217391304
52,225.04692602157593,0.999675,0.9652173913043478,0.925,0.9998996990972919,0.999959644558676,0.9446808510638298,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9458542293547308,0.8869565217391304
53,229.6320424079895,0.9997,0.9655172413793104,0.9333333333333333,0.9998996990972919,0.9999581034770979,0.9491525423728814,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9460585924439987,0.8869565217391304
54,234.07019519805908,0.9997,0.9655172413793104,0.9333333333333333,0.9998996990972919,0.9999546556335672,0.9491525423728814,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9465417084587094,0.8869565217391304
55,238.66015791893005,0.9996875,0.9653679653679653,0.9291666666666667,0.9998996990972919,0.9999533757522567,0.9469214437367304,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9455094450016717,0.8869565217391304
56,243.18634843826294,0.9997125,0.9696969696969697,0.9333333333333333,0.9999122367101304,0.9999528272316951,0.9511677282377919,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9466846372450686,0.8869565217391304
57,247.7326180934906,0.9997,0.9655172413793104,0.9333333333333333,0.9998996990972919,0.9999519391507857,0.9491525423728814,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9467331160147108,0.8869565217391304
58,252.35290050506592,0.9997125,0.9656652360515021,0.9375,0.9998996990972919,0.9999511555499833,0.9513742071881607,0.9994,0.9285714285714286,0.8666666666666667,0.9997993981945837,0.9467289368104312,0.896551724137931
59,256.9178924560547,0.9996875,0.9653679653679653,0.9291666666666667,0.9998996990972919,0.9999494577482447,0.9469214437367304,0.9994,0.9285714285714286,0.8666666666666667,0.9997993981945837,0.946605232363758,0.896551724137931
60,261.43567156791687,0.9997,0.9655172413793104,0.9333333333333333,0.9998996990972919,0.9999482823470411,0.9491525423728814,0.9994,0.9285714285714286,0.8666666666666667,0.9997993981945837,0.9476140922768305,0.896551724137931
61,265.93338346481323,0.9997,0.9655172413793104,0.9333333333333333,0.9998996990972919,0.9999477860665329,0.9491525423728814,0.9994,0.9285714285714286,0.8666666666666667,0.9997993981945837,0.9473825643597458,0.896551724137931
62,270.5057804584503,0.9997125,0.9617021276595744,0.9416666666666667,0.9998871614844533,0.9999462711049816,0.9515789473684211,0.9994,0.9285714285714286,0.8666666666666667,0.9997993981945837,0.9478389334670678,0.896551724137931
63,274.98541283607483,0.9996875,0.9613733905579399,0.9333333333333333,0.9998871614844533,0.999944468823136,0.9471458773784355,0.9994,0.9285714285714286,0.8666666666666667,0.9997993981945837,0.9474887161484453,0.896551724137931
64,279.48371291160583,0.9997,0.9615384615384616,0.9375,0.9998871614844533,0.9999424575810765,0.9493670886075949,0.9994,0.9285714285714286,0.8666666666666667,0.9997993981945837,0.9481807923771313,0.896551724137931
65,284.13444209098816,0.9997,0.9615384615384616,0.9375,0.9998871614844533,0.9999412560598462,0.9493670886075949,0.9994,0.9285714285714286,0.8666666666666667,0.9997993981945837,0.9484240220661986,0.896551724137931
66,288.4328188896179,0.9997,0.9615384615384616,0.9375,0.9998871614844533,0.9999393492978936,0.9493670886075949,0.9994,0.9285714285714286,0.8666666666666667,0.9997993981945837,0.9486254597124707,0.896551724137931
67,292.7990996837616,0.9996875,0.9613733905579399,0.9333333333333333,0.9998871614844533,0.9999358753343364,0.9471458773784355,0.9994,0.9285714285714286,0.8666666666666667,0.9997993981945837,0.9491704279505182,0.896551724137931
68,297.1889019012451,0.9997,0.9615384615384616,0.9375,0.9998871614844533,0.9999337334921431,0.9493670886075949,0.9994,0.9285714285714286,0.8666666666666667,0.9997993981945837,0.9496008859913072,0.896551724137931
69,301.70497584342957,0.9996875,0.9613733905579399,0.9333333333333333,0.9998871614844533,0.999930964769308,0.9471458773784355,0.9994,0.9285714285714286,0.8666666666666667,0.9997993981945837,0.9503142761618188,0.896551724137931
70,306.4287586212158,0.9996875,0.9613733905579399,0.9333333333333333,0.9998871614844533,0.9999274124456704,0.9471458773784355,0.9994,0.9285714285714286,0.8666666666666667,0.9997993981945837,0.9505951186894015,0.896551724137931
71,312.04833793640137,0.9996875,0.9613733905579399,0.9333333333333333,0.9998871614844533,0.9999248788030759,0.9471458773784355,0.9994,0.9285714285714286,0.8666666666666667,0.9997993981945837,0.952795051822133,0.896551724137931
72,317.88745641708374,0.9996875,0.9613733905579399,0.9333333333333333,0.9998871614844533,0.9999225541206954,0.9471458773784355,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.953200434637245,0.8869565217391304
73,323.71514868736267,0.9996875,0.9613733905579399,0.9333333333333333,0.9998871614844533,0.9999162069541959,0.9471458773784355,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9542494149114008,0.8869565217391304
74,329.4554240703583,0.9996875,0.9613733905579399,0.9333333333333333,0.9998871614844533,0.9999145091524573,0.9471458773784355,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.954815279170846,0.8869565217391304
75,335.09449338912964,0.9996875,0.9613733905579399,0.9333333333333333,0.9998871614844533,0.9999128374707457,0.9471458773784355,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9569149114008693,0.8869565217391304
76,340.8637409210205,0.9996875,0.9613733905579399,0.9333333333333333,0.9998871614844533,0.9999105389083918,0.9471458773784355,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9573119358074222,0.8869565217391304
77,346.3987147808075,0.9996875,0.9613733905579399,0.9333333333333333,0.9998871614844533,0.9999023372199933,0.9471458773784355,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9580784018722835,0.8869565217391304
78,352.10519456863403,0.999675,0.9612068965517241,0.9291666666666667,0.9998871614844533,0.9998965908141089,0.9449152542372882,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9585343530591774,0.8869565217391304
79,357.84170389175415,0.999675,0.9612068965517241,0.9291666666666667,0.9998871614844533,0.9998927250501504,0.9449152542372882,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9589731695085255,0.8869565217391304
80,363.55925464630127,0.9996875,0.9613733905579399,0.9333333333333333,0.9998871614844533,0.9998947101721832,0.9471458773784355,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9595469742561016,0.8869565217391304
81,369.2175829410553,0.9996875,0.9613733905579399,0.9333333333333333,0.9998871614844533,0.9998821203192912,0.9471458773784355,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9595160481444333,0.8869565217391304
82,373.76648354530334,0.9996875,0.9613733905579399,0.9333333333333333,0.9998871614844533,0.9998779411150117,0.9471458773784355,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9596756937479104,0.8869565217391304
83,378.4265594482422,0.9996875,0.9613733905579399,0.9333333333333333,0.9998871614844533,0.9998829039200936,0.9471458773784355,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.960117853560682,0.8869565217391304
84,382.89679765701294,0.9996875,0.9613733905579399,0.9333333333333333,0.9998871614844533,0.9998695304663991,0.9471458773784355,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9597283517218322,0.8869565217391304
85,387.4062964916229,0.9996875,0.9613733905579399,0.9333333333333333,0.9998871614844533,0.9998633139000335,0.9471458773784355,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9600288365095286,0.8869565217391304
86,391.8101167678833,0.999675,0.9612068965517241,0.9291666666666667,0.9998871614844533,0.9998560786526245,0.9449152542372882,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.959848294884654,0.8869565217391304
87,396.0898814201355,0.9996625,0.961038961038961,0.925,0.9998871614844533,0.9998519255683718,0.9426751592356688,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9595661985957874,0.8869565217391304
88,400.50181770324707,0.9996625,0.961038961038961,0.925,0.9998871614844533,0.9998447164409896,0.9426751592356688,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9595850050150452,0.8869565217391304
89,404.89098286628723,0.9996625,0.961038961038961,0.925,0.9998871614844533,0.9998360707121365,0.9426751592356688,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9594412403878303,0.8869565217391304
90,409.34294056892395,0.9996625,0.961038961038961,0.925,0.9998871614844533,0.9998417126379138,0.9426751592356688,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.959458375125376,0.8869565217391304
91,414.63101959228516,0.99965,0.9608695652173913,0.9208333333333333,0.9998871614844533,0.9998323094282848,0.9404255319148936,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9588737044466734,0.8869565217391304
92,419.1739797592163,0.99965,0.9608695652173913,0.9208333333333333,0.9998871614844533,0.9998065550819124,0.9404255319148936,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9589205115346039,0.8869565217391304
93,423.60706543922424,0.99965,0.9608695652173913,0.9208333333333333,0.9998871614844533,0.9998078088431962,0.9404255319148936,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9585368605817453,0.8869565217391304
94,428.0394320487976,0.9996625,0.9650655021834061,0.9208333333333333,0.9998996990972919,0.9998033423186226,0.9424307036247335,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9583872450685389,0.8869565217391304
95,432.5104286670685,0.9996625,0.9650655021834061,0.9208333333333333,0.9998996990972919,0.9998055102808425,0.9424307036247335,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9581038950183884,0.8869565217391304
96,437.015243768692,0.9996625,0.9650655021834061,0.9208333333333333,0.9998996990972919,0.9997842224590439,0.9424307036247335,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9577549314610498,0.8869565217391304
97,441.5318069458008,0.9996625,0.9650655021834061,0.9208333333333333,0.9998996990972919,0.9997773528920093,0.9424307036247335,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.957474088933467,0.8869565217391304
98,445.9194939136505,0.99965,0.9649122807017544,0.9166666666666666,0.9998996990972919,0.9997638488381813,0.9401709401709402,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9570561685055166,0.8869565217391304
99,450.4238393306732,0.99965,0.9649122807017544,0.9166666666666666,0.9998996990972919,0.999752303786359,0.9401709401709402,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9568137746573053,0.8869565217391304
100,455.05318784713745,0.99965,0.9649122807017544,0.9166666666666666,0.9998996990972919,0.9997405758943496,0.9401709401709402,0.99935,0.9272727272727272,0.85,0.9997993981945837,0.9564877967235039,0.8869565217391304
