epoch,time,train_accuracy,test_accuracy,train_precision,test_precision,train_recall,test_recall,train_specificity,test_specificity,train_auc,test_auc,train_f1,test_f1
83,2689.362123,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
84,2721.93185,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
85,2754.501578,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
86,2787.071305,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
87,2819.641032,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
88,2852.210759,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
89,2884.780487,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
90,2917.350214,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
91,2949.919941,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
92,2982.489669,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
93,3015.059396,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
94,3047.629123,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
95,3080.198851,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
96,3112.768578,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
97,3145.338305,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
98,3177.908033,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
99,3210.47776,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
100,3243.047487,0.9994875,0.99905,0.953051643,0.912280702,0.867521368,0.787878788,0.99185637,0.999749172,0.9978011,0.965293043,0.908277405,0.845528455
